file,experiment,db,model_variant,variant,run,n_uris_total,n_canonical,n_invented,n_standard,n_other,canonical_ratio,overlap_with_gold,jaccard,precision_vs_gold,recall_vs_gold
E3/FANTOM5/llama3.1_8b_N50_ragapi/postprocessed/ontology_run1.ttl,E3,FANTOM5,llama3.1_8b_N50_ragapi,postprocessed,1,34,18,0,12,4,1.0,7,0.0693,0.35,0.0795
E3/FANTOM5/llama3.1_8b_N50_ragapi/postprocessed/ontology_run2.ttl,E3,FANTOM5,llama3.1_8b_N50_ragapi,postprocessed,2,30,16,0,13,1,1.0,8,0.0825,0.4706,0.0909
E3/FANTOM5/llama3.1_8b_N50_ragapi/postprocessed/ontology_run3.ttl,E3,FANTOM5,llama3.1_8b_N50_ragapi,postprocessed,3,31,18,0,12,1,1.0,8,0.0808,0.4211,0.0909
E3/FANTOM5/llama3.1_8b_legacy/ontology_run1.ttl,E3,FANTOM5,llama3.1_8b_legacy,raw,1,74,55,0,19,0,1.0,53,0.5889,0.9636,0.6023
E3/FANTOM5/llama3.1_8b_legacy/ontology_run2.ttl,E3,FANTOM5,llama3.1_8b_legacy,raw,2,74,55,0,19,0,1.0,53,0.5889,0.9636,0.6023
E3/FANTOM5/llama3.1_8b_legacy/ontology_run3.ttl,E3,FANTOM5,llama3.1_8b_legacy,raw,3,72,53,0,19,0,1.0,51,0.5667,0.9623,0.5795
E3/FANTOM5/llama3.1_8b_legacy/postprocessed/ontology_run1.ttl,E3,FANTOM5,llama3.1_8b_legacy,postprocessed,1,77,56,0,21,0,1.0,52,0.5652,0.9286,0.5909
E3/FANTOM5/llama3.1_8b_legacy/postprocessed/ontology_run2.ttl,E3,FANTOM5,llama3.1_8b_legacy,postprocessed,2,77,56,0,21,0,1.0,52,0.5652,0.9286,0.5909
E3/FANTOM5/llama3.1_8b_legacy/postprocessed/ontology_run3.ttl,E3,FANTOM5,llama3.1_8b_legacy,postprocessed,3,77,56,0,21,0,1.0,52,0.5652,0.9286,0.5909
E3/FANTOM5/llama3.1_8b_ragapi/ontology_run1.ttl,E3,FANTOM5,llama3.1_8b_ragapi,raw,1,28,13,0,12,3,1.0,6,0.0612,0.375,0.0682
E3/FANTOM5/llama3.1_8b_ragapi/ontology_run2.ttl,E3,FANTOM5,llama3.1_8b_ragapi,raw,2,37,27,0,10,0,1.0,5,0.0455,0.1852,0.0568
E3/FANTOM5/llama3.1_8b_ragapi/ontology_run3.ttl,E3,FANTOM5,llama3.1_8b_ragapi,raw,3,39,27,0,12,0,1.0,7,0.0648,0.2593,0.0795
E3/FANTOM5/llama3.1_8b_ragapi/postprocessed/ontology_run1.ttl,E3,FANTOM5,llama3.1_8b_ragapi,postprocessed,1,32,17,0,12,3,1.0,6,0.0588,0.3,0.0682
E3/FANTOM5/llama3.1_8b_ragapi/postprocessed/ontology_run2.ttl,E3,FANTOM5,llama3.1_8b_ragapi,postprocessed,2,37,27,0,10,0,1.0,5,0.0455,0.1852,0.0568
E3/FANTOM5/llama3.1_8b_ragapi/postprocessed/ontology_run3.ttl,E3,FANTOM5,llama3.1_8b_ragapi,postprocessed,3,39,27,0,12,0,1.0,7,0.0648,0.2593,0.0795
E3/FANTOM5/llama3.1_8b_ragapi_C1/ontology_run1.ttl,E3,FANTOM5,llama3.1_8b_ragapi_C1,raw,1,37,27,0,10,0,1.0,6,0.055,0.2222,0.0682
E3/FANTOM5/llama3.1_8b_ragapi_C1/ontology_run2.ttl,E3,FANTOM5,llama3.1_8b_ragapi_C1,raw,2,35,23,0,12,0,1.0,5,0.0472,0.2174,0.0568
E3/FANTOM5/llama3.1_8b_ragapi_C1/ontology_run3.ttl,E3,FANTOM5,llama3.1_8b_ragapi_C1,raw,3,32,19,0,13,0,1.0,7,0.07,0.3684,0.0795
E3/FANTOM5/llama3.1_8b_ragapi_C1/postprocessed/ontology_run1.ttl,E3,FANTOM5,llama3.1_8b_ragapi_C1,postprocessed,1,37,27,0,10,0,1.0,6,0.055,0.2222,0.0682
E3/FANTOM5/llama3.1_8b_ragapi_C1/postprocessed/ontology_run2.ttl,E3,FANTOM5,llama3.1_8b_ragapi_C1,postprocessed,2,35,23,0,12,0,1.0,5,0.0472,0.2174,0.0568
E3/FANTOM5/llama3.1_8b_ragapi_C1/postprocessed/ontology_run3.ttl,E3,FANTOM5,llama3.1_8b_ragapi_C1,postprocessed,3,44,31,0,13,0,1.0,7,0.0625,0.2258,0.0795
E3/FANTOM5/llama3.1_8b_ragapi_C2/ontology_run1.ttl,E3,FANTOM5,llama3.1_8b_ragapi_C2,raw,1,45,33,0,12,0,1.0,7,0.0614,0.2121,0.0795
E3/FANTOM5/llama3.1_8b_ragapi_C2/ontology_run2.ttl,E3,FANTOM5,llama3.1_8b_ragapi_C2,raw,2,38,28,0,10,0,1.0,6,0.0545,0.2143,0.0682
E3/FANTOM5/llama3.1_8b_ragapi_C2/ontology_run3.ttl,E3,FANTOM5,llama3.1_8b_ragapi_C2,raw,3,39,25,0,14,0,1.0,7,0.066,0.28,0.0795
E3/FANTOM5/llama3.1_8b_ragapi_C2/postprocessed/ontology_run1.ttl,E3,FANTOM5,llama3.1_8b_ragapi_C2,postprocessed,1,45,33,0,12,0,1.0,7,0.0614,0.2121,0.0795
E3/FANTOM5/llama3.1_8b_ragapi_C2/postprocessed/ontology_run2.ttl,E3,FANTOM5,llama3.1_8b_ragapi_C2,postprocessed,2,46,36,0,10,0,1.0,6,0.0508,0.1667,0.0682
E3/FANTOM5/llama3.1_8b_ragapi_C2/postprocessed/ontology_run3.ttl,E3,FANTOM5,llama3.1_8b_ragapi_C2,postprocessed,3,39,25,0,14,0,1.0,7,0.066,0.28,0.0795
E3/FANTOM5/llama3.1_8b_ragapi_C3/ontology_run1.ttl,E3,FANTOM5,llama3.1_8b_ragapi_C3,raw,1,31,18,0,13,0,1.0,5,0.0495,0.2778,0.0568
E3/FANTOM5/llama3.1_8b_ragapi_C3/ontology_run2.ttl,E3,FANTOM5,llama3.1_8b_ragapi_C3,raw,2,30,17,0,13,0,1.0,5,0.05,0.2941,0.0568
E3/FANTOM5/llama3.1_8b_ragapi_C3/ontology_run3.ttl,E3,FANTOM5,llama3.1_8b_ragapi_C3,raw,3,34,22,0,12,0,1.0,5,0.0476,0.2273,0.0568
E3/FANTOM5/llama3.1_8b_ragapi_C3/postprocessed/ontology_run1.ttl,E3,FANTOM5,llama3.1_8b_ragapi_C3,postprocessed,1,41,28,0,13,0,1.0,5,0.045,0.1786,0.0568
E3/FANTOM5/llama3.1_8b_ragapi_C3/postprocessed/ontology_run2.ttl,E3,FANTOM5,llama3.1_8b_ragapi_C3,postprocessed,2,40,27,0,13,0,1.0,5,0.0455,0.1852,0.0568
E3/FANTOM5/llama3.1_8b_ragapi_C3/postprocessed/ontology_run3.ttl,E3,FANTOM5,llama3.1_8b_ragapi_C3,postprocessed,3,34,22,0,12,0,1.0,5,0.0476,0.2273,0.0568
E3/HACER/gpt-4o_legacy/ontology_run1.ttl,E3,HACER,gpt-4o_legacy,raw,1,52,37,0,14,1,1.0,29,0.299,0.7632,0.3295
E3/HACER/gpt-4o_legacy/ontology_run2.ttl,E3,HACER,gpt-4o_legacy,raw,2,54,37,0,16,1,1.0,26,0.26,0.6842,0.2955
E3/HACER/gpt-4o_legacy/ontology_run3.ttl,E3,HACER,gpt-4o_legacy,raw,3,54,39,0,14,1,1.0,28,0.28,0.7,0.3182
E3/HACER/gpt-4o_legacy/postprocessed/ontology_run1.ttl,E3,HACER,gpt-4o_legacy,postprocessed,1,54,39,0,14,1,1.0,28,0.28,0.7,0.3182
E3/HACER/gpt-4o_legacy/postprocessed/ontology_run2.ttl,E3,HACER,gpt-4o_legacy,postprocessed,2,57,40,0,16,1,1.0,25,0.2404,0.6098,0.2841
E3/HACER/gpt-4o_legacy/postprocessed/ontology_run3.ttl,E3,HACER,gpt-4o_legacy,postprocessed,3,56,41,0,14,1,1.0,27,0.2621,0.6429,0.3068
E3/HACER/gpt-4o_ragapi/ontology_run1.ttl,E3,HACER,gpt-4o_ragapi,raw,1,53,17,15,14,7,0.5312,9,0.0874,0.375,0.1023
E3/HACER/gpt-4o_ragapi/ontology_run2.ttl,E3,HACER,gpt-4o_ragapi,raw,2,58,18,19,13,8,0.4865,8,0.0762,0.32,0.0909
E3/HACER/gpt-4o_ragapi/ontology_run3.ttl,E3,HACER,gpt-4o_ragapi,raw,3,60,11,17,16,16,0.3929,8,0.0748,0.2963,0.0909
E3/HACER/gpt-4o_ragapi/postprocessed/ontology_run1.ttl,E3,HACER,gpt-4o_ragapi,postprocessed,1,53,17,15,14,7,0.5312,9,0.0874,0.375,0.1023
E3/HACER/gpt-4o_ragapi/postprocessed/ontology_run2.ttl,E3,HACER,gpt-4o_ragapi,postprocessed,2,58,18,19,13,8,0.4865,8,0.0762,0.32,0.0909
E3/HACER/gpt-4o_ragapi/postprocessed/ontology_run3.ttl,E3,HACER,gpt-4o_ragapi,postprocessed,3,60,11,17,16,16,0.3929,8,0.0748,0.2963,0.0909
E3/HACER/llama3.1_8b_legacy/ontology_run1.ttl,E3,HACER,llama3.1_8b_legacy,raw,1,74,53,0,19,2,1.0,53,0.6023,1.0,0.6023
E3/HACER/llama3.1_8b_legacy/ontology_run2.ttl,E3,HACER,llama3.1_8b_legacy,raw,2,74,55,0,19,0,1.0,55,0.625,1.0,0.625
E3/HACER/llama3.1_8b_legacy/ontology_run3.ttl,E3,HACER,llama3.1_8b_legacy,raw,3,74,55,0,19,0,1.0,55,0.625,1.0,0.625
E3/HACER/llama3.1_8b_legacy/postprocessed/ontology_run1.ttl,E3,HACER,llama3.1_8b_legacy,postprocessed,1,77,54,0,21,2,1.0,52,0.5778,0.963,0.5909
E3/HACER/llama3.1_8b_legacy/postprocessed/ontology_run2.ttl,E3,HACER,llama3.1_8b_legacy,postprocessed,2,77,56,0,21,0,1.0,54,0.6,0.9643,0.6136
E3/HACER/llama3.1_8b_legacy/postprocessed/ontology_run3.ttl,E3,HACER,llama3.1_8b_legacy,postprocessed,3,77,56,0,21,0,1.0,54,0.6,0.9643,0.6136
E3/HACER/llama3.1_8b_ragapi/ontology_run1.ttl,E3,HACER,llama3.1_8b_ragapi,raw,1,42,32,0,10,0,1.0,5,0.0435,0.1562,0.0568
E3/HACER/llama3.1_8b_ragapi/ontology_run2.ttl,E3,HACER,llama3.1_8b_ragapi,raw,2,42,32,0,10,0,1.0,5,0.0435,0.1562,0.0568
E3/HACER/llama3.1_8b_ragapi/ontology_run3.ttl,E3,HACER,llama3.1_8b_ragapi,raw,3,42,32,0,10,0,1.0,5,0.0435,0.1562,0.0568
E3/HACER/llama3.1_8b_ragapi/postprocessed/ontology_run1.ttl,E3,HACER,llama3.1_8b_ragapi,postprocessed,1,42,32,0,10,0,1.0,5,0.0435,0.1562,0.0568
E3/HACER/llama3.1_8b_ragapi/postprocessed/ontology_run2.ttl,E3,HACER,llama3.1_8b_ragapi,postprocessed,2,42,32,0,10,0,1.0,5,0.0435,0.1562,0.0568
E3/HACER/llama3.1_8b_ragapi/postprocessed/ontology_run3.ttl,E3,HACER,llama3.1_8b_ragapi,postprocessed,3,42,32,0,10,0,1.0,5,0.0435,0.1562,0.0568
E3/HACER/llama3.1_8b_ragapi_C1/ontology_run1.ttl,E3,HACER,llama3.1_8b_ragapi_C1,raw,1,35,20,0,15,0,1.0,8,0.08,0.4,0.0909
E3/HACER/llama3.1_8b_ragapi_C1/ontology_run2.ttl,E3,HACER,llama3.1_8b_ragapi_C1,raw,2,31,15,0,16,0,1.0,5,0.051,0.3333,0.0568
E3/HACER/llama3.1_8b_ragapi_C1/ontology_run3.ttl,E3,HACER,llama3.1_8b_ragapi_C1,raw,3,42,32,0,10,0,1.0,5,0.0435,0.1562,0.0568
E3/HACER/llama3.1_8b_ragapi_C1/postprocessed/ontology_run1.ttl,E3,HACER,llama3.1_8b_ragapi_C1,postprocessed,1,43,28,0,15,0,1.0,8,0.0741,0.2857,0.0909
E3/HACER/llama3.1_8b_ragapi_C1/postprocessed/ontology_run2.ttl,E3,HACER,llama3.1_8b_ragapi_C1,postprocessed,2,49,33,0,16,0,1.0,5,0.0431,0.1515,0.0568
E3/HACER/llama3.1_8b_ragapi_C1/postprocessed/ontology_run3.ttl,E3,HACER,llama3.1_8b_ragapi_C1,postprocessed,3,49,39,0,10,0,1.0,5,0.041,0.1282,0.0568
E3/HACER/llama3.1_8b_ragapi_C2/ontology_run1.ttl,E3,HACER,llama3.1_8b_ragapi_C2,raw,1,36,24,0,12,0,1.0,5,0.0467,0.2083,0.0568
E3/HACER/llama3.1_8b_ragapi_C2/ontology_run2.ttl,E3,HACER,llama3.1_8b_ragapi_C2,raw,2,32,21,0,11,0,1.0,5,0.0481,0.2381,0.0568
E3/HACER/llama3.1_8b_ragapi_C2/ontology_run3.ttl,E3,HACER,llama3.1_8b_ragapi_C2,raw,3,40,30,0,10,0,1.0,5,0.0442,0.1667,0.0568
E3/HACER/llama3.1_8b_ragapi_C2/postprocessed/ontology_run1.ttl,E3,HACER,llama3.1_8b_ragapi_C2,postprocessed,1,51,39,0,12,0,1.0,5,0.041,0.1282,0.0568
E3/HACER/llama3.1_8b_ragapi_C2/postprocessed/ontology_run2.ttl,E3,HACER,llama3.1_8b_ragapi_C2,postprocessed,2,32,21,0,11,0,1.0,5,0.0481,0.2381,0.0568
E3/HACER/llama3.1_8b_ragapi_C2/postprocessed/ontology_run3.ttl,E3,HACER,llama3.1_8b_ragapi_C2,postprocessed,3,40,30,0,10,0,1.0,5,0.0442,0.1667,0.0568
E3/HACER/llama3.1_8b_ragapi_C3/ontology_run1.ttl,E3,HACER,llama3.1_8b_ragapi_C3,raw,1,25,5,0,9,11,1.0,5,0.0532,0.4545,0.0568
E3/HACER/llama3.1_8b_ragapi_C3/ontology_run2.ttl,E3,HACER,llama3.1_8b_ragapi_C3,raw,2,48,13,0,12,23,1.0,5,0.042,0.1389,0.0568
E3/HACER/llama3.1_8b_ragapi_C3/ontology_run3.ttl,E3,HACER,llama3.1_8b_ragapi_C3,raw,3,34,24,0,10,0,1.0,5,0.0467,0.2083,0.0568
E3/HACER/llama3.1_8b_ragapi_C3/postprocessed/ontology_run1.ttl,E3,HACER,llama3.1_8b_ragapi_C3,postprocessed,1,25,5,0,9,11,1.0,5,0.0532,0.4545,0.0568
E3/HACER/llama3.1_8b_ragapi_C3/postprocessed/ontology_run2.ttl,E3,HACER,llama3.1_8b_ragapi_C3,postprocessed,2,48,13,0,12,23,1.0,5,0.042,0.1389,0.0568
E3/HACER/llama3.1_8b_ragapi_C3/postprocessed/ontology_run3.ttl,E3,HACER,llama3.1_8b_ragapi_C3,postprocessed,3,34,24,0,10,0,1.0,5,0.0467,0.2083,0.0568
E3/dbSUPER/gpt-4o_N100_ragapi/ontology_run1.ttl,E3,dbSUPER,gpt-4o_N100_ragapi,raw,1,56,8,33,14,1,0.1951,5,0.0549,0.625,0.0568
E3/dbSUPER/gpt-4o_N100_ragapi/ontology_run2.ttl,E3,dbSUPER,gpt-4o_N100_ragapi,raw,2,56,8,17,15,16,0.32,5,0.0526,0.4167,0.0568
E3/dbSUPER/gpt-4o_N100_ragapi/ontology_run3.ttl,E3,dbSUPER,gpt-4o_N100_ragapi,raw,3,52,9,16,15,12,0.36,5,0.0526,0.4167,0.0568
E3/dbSUPER/gpt-4o_N100_ragapi/postprocessed/ontology_run1.ttl,E3,dbSUPER,gpt-4o_N100_ragapi,postprocessed,1,56,8,33,14,1,0.1951,5,0.0549,0.625,0.0568
E3/dbSUPER/gpt-4o_N100_ragapi/postprocessed/ontology_run2.ttl,E3,dbSUPER,gpt-4o_N100_ragapi,postprocessed,2,56,8,17,15,16,0.32,5,0.0526,0.4167,0.0568
E3/dbSUPER/gpt-4o_N100_ragapi/postprocessed/ontology_run3.ttl,E3,dbSUPER,gpt-4o_N100_ragapi,postprocessed,3,52,9,16,15,12,0.36,5,0.0526,0.4167,0.0568
E3/dbSUPER/gpt-4o_N200_ragapi/ontology_run1.ttl,E3,dbSUPER,gpt-4o_N200_ragapi,raw,1,52,9,16,15,12,0.36,5,0.0526,0.4167,0.0568
E3/dbSUPER/gpt-4o_N200_ragapi/ontology_run2.ttl,E3,dbSUPER,gpt-4o_N200_ragapi,raw,2,51,5,30,16,0,0.1429,5,0.0568,1.0,0.0568
E3/dbSUPER/gpt-4o_N200_ragapi/ontology_run3.ttl,E3,dbSUPER,gpt-4o_N200_ragapi,raw,3,50,5,30,15,0,0.1429,5,0.0568,1.0,0.0568
E3/dbSUPER/gpt-4o_N200_ragapi/postprocessed/ontology_run1.ttl,E3,dbSUPER,gpt-4o_N200_ragapi,postprocessed,1,52,9,16,15,12,0.36,5,0.0526,0.4167,0.0568
E3/dbSUPER/gpt-4o_N200_ragapi/postprocessed/ontology_run2.ttl,E3,dbSUPER,gpt-4o_N200_ragapi,postprocessed,2,51,5,30,16,0,0.1429,5,0.0568,1.0,0.0568
E3/dbSUPER/gpt-4o_N200_ragapi/postprocessed/ontology_run3.ttl,E3,dbSUPER,gpt-4o_N200_ragapi,postprocessed,3,50,5,30,15,0,0.1429,5,0.0568,1.0,0.0568
E3/dbSUPER/gpt-4o_N25_ragapi/ontology_run1.ttl,E3,dbSUPER,gpt-4o_N25_ragapi,raw,1,54,8,20,14,12,0.2857,5,0.0526,0.4167,0.0568
E3/dbSUPER/gpt-4o_N25_ragapi/ontology_run2.ttl,E3,dbSUPER,gpt-4o_N25_ragapi,raw,2,52,8,18,13,13,0.3077,5,0.0526,0.4167,0.0568
E3/dbSUPER/gpt-4o_N25_ragapi/ontology_run3.ttl,E3,dbSUPER,gpt-4o_N25_ragapi,raw,3,48,7,19,15,7,0.2692,5,0.0543,0.5556,0.0568
E3/dbSUPER/gpt-4o_N25_ragapi/postprocessed/ontology_run1.ttl,E3,dbSUPER,gpt-4o_N25_ragapi,postprocessed,1,54,8,20,14,12,0.2857,5,0.0526,0.4167,0.0568
E3/dbSUPER/gpt-4o_N25_ragapi/postprocessed/ontology_run2.ttl,E3,dbSUPER,gpt-4o_N25_ragapi,postprocessed,2,52,8,18,13,13,0.3077,5,0.0526,0.4167,0.0568
E3/dbSUPER/gpt-4o_N25_ragapi/postprocessed/ontology_run3.ttl,E3,dbSUPER,gpt-4o_N25_ragapi,postprocessed,3,48,7,19,15,7,0.2692,5,0.0543,0.5556,0.0568
E3/dbSUPER/gpt-4o_N50_ragapi/ontology_run1.ttl,E3,dbSUPER,gpt-4o_N50_ragapi,raw,1,52,8,16,15,13,0.3333,5,0.0526,0.4167,0.0568
E3/dbSUPER/gpt-4o_N50_ragapi/ontology_run2.ttl,E3,dbSUPER,gpt-4o_N50_ragapi,raw,2,56,8,20,14,14,0.2857,5,0.0526,0.4167,0.0568
E3/dbSUPER/gpt-4o_N50_ragapi/ontology_run3.ttl,E3,dbSUPER,gpt-4o_N50_ragapi,raw,3,48,6,19,15,8,0.24,5,0.0549,0.625,0.0568
E3/dbSUPER/gpt-4o_N50_ragapi/postprocessed/ontology_run1.ttl,E3,dbSUPER,gpt-4o_N50_ragapi,postprocessed,1,52,8,16,15,13,0.3333,5,0.0526,0.4167,0.0568
E3/dbSUPER/gpt-4o_N50_ragapi/postprocessed/ontology_run2.ttl,E3,dbSUPER,gpt-4o_N50_ragapi,postprocessed,2,56,8,20,14,14,0.2857,5,0.0526,0.4167,0.0568
E3/dbSUPER/gpt-4o_N50_ragapi/postprocessed/ontology_run3.ttl,E3,dbSUPER,gpt-4o_N50_ragapi,postprocessed,3,48,6,19,15,8,0.24,5,0.0549,0.625,0.0568
E3/dbSUPER/gpt-4o_legacy/ontology_run1.ttl,E3,dbSUPER,gpt-4o_legacy,raw,1,56,37,0,17,2,1.0,29,0.3021,0.7838,0.3295
E3/dbSUPER/gpt-4o_legacy/ontology_run2.ttl,E3,dbSUPER,gpt-4o_legacy,raw,2,56,37,0,17,2,1.0,29,0.3021,0.7838,0.3295
E3/dbSUPER/gpt-4o_legacy/ontology_run3.ttl,E3,dbSUPER,gpt-4o_legacy,raw,3,56,37,0,17,2,1.0,29,0.3021,0.7838,0.3295
E3/dbSUPER/gpt-4o_legacy/postprocessed/ontology_run1.ttl,E3,dbSUPER,gpt-4o_legacy,postprocessed,1,56,37,0,17,2,1.0,28,0.2887,0.7568,0.3182
E3/dbSUPER/gpt-4o_legacy/postprocessed/ontology_run2.ttl,E3,dbSUPER,gpt-4o_legacy,postprocessed,2,57,38,0,17,2,1.0,28,0.2857,0.7368,0.3182
E3/dbSUPER/gpt-4o_legacy/postprocessed/ontology_run3.ttl,E3,dbSUPER,gpt-4o_legacy,postprocessed,3,57,38,0,17,2,1.0,28,0.2857,0.7368,0.3182
E3/dbSUPER/gpt-4o_ragapi/ontology_run1.ttl,E3,dbSUPER,gpt-4o_ragapi,raw,1,54,12,26,13,3,0.3158,7,0.0753,0.5833,0.0795
E3/dbSUPER/gpt-4o_ragapi/ontology_run2.ttl,E3,dbSUPER,gpt-4o_ragapi,raw,2,56,11,28,15,2,0.2821,8,0.0879,0.7273,0.0909
E3/dbSUPER/gpt-4o_ragapi/ontology_run3.ttl,E3,dbSUPER,gpt-4o_ragapi,raw,3,54,10,27,16,1,0.2703,6,0.0652,0.6,0.0682
E3/dbSUPER/gpt-4o_ragapi/postprocessed/ontology_run1.ttl,E3,dbSUPER,gpt-4o_ragapi,postprocessed,1,54,12,26,13,3,0.3158,7,0.0753,0.5833,0.0795
E3/dbSUPER/gpt-4o_ragapi/postprocessed/ontology_run2.ttl,E3,dbSUPER,gpt-4o_ragapi,postprocessed,2,56,11,28,15,2,0.2821,8,0.0879,0.7273,0.0909
E3/dbSUPER/gpt-4o_ragapi/postprocessed/ontology_run3.ttl,E3,dbSUPER,gpt-4o_ragapi,postprocessed,3,54,10,27,16,1,0.2703,6,0.0652,0.6,0.0682
E3/dbSUPER/llama3.1_8b_N100_ragapi/ontology_run1.ttl,E3,dbSUPER,llama3.1_8b_N100_ragapi,raw,1,40,17,10,13,0,0.6296,5,0.05,0.2941,0.0568
E3/dbSUPER/llama3.1_8b_N100_ragapi/ontology_run2.ttl,E3,dbSUPER,llama3.1_8b_N100_ragapi,raw,2,35,22,0,13,0,1.0,8,0.0784,0.3636,0.0909
E3/dbSUPER/llama3.1_8b_N100_ragapi/ontology_run3.ttl,E3,dbSUPER,llama3.1_8b_N100_ragapi,raw,3,41,31,0,10,0,1.0,5,0.0439,0.1613,0.0568
E3/dbSUPER/llama3.1_8b_N100_ragapi/postprocessed/ontology_run1.ttl,E3,dbSUPER,llama3.1_8b_N100_ragapi,postprocessed,1,40,17,10,13,0,0.6296,5,0.05,0.2941,0.0568
E3/dbSUPER/llama3.1_8b_N100_ragapi/postprocessed/ontology_run2.ttl,E3,dbSUPER,llama3.1_8b_N100_ragapi,postprocessed,2,35,22,0,13,0,1.0,8,0.0784,0.3636,0.0909
E3/dbSUPER/llama3.1_8b_N100_ragapi/postprocessed/ontology_run3.ttl,E3,dbSUPER,llama3.1_8b_N100_ragapi,postprocessed,3,41,31,0,10,0,1.0,5,0.0439,0.1613,0.0568
E3/dbSUPER/llama3.1_8b_N200_ragapi/ontology_run1.ttl,E3,dbSUPER,llama3.1_8b_N200_ragapi,raw,1,37,24,2,11,0,0.9231,8,0.0769,0.3333,0.0909
E3/dbSUPER/llama3.1_8b_N200_ragapi/ontology_run2.ttl,E3,dbSUPER,llama3.1_8b_N200_ragapi,raw,2,33,24,0,9,0,1.0,10,0.098,0.4167,0.1136
E3/dbSUPER/llama3.1_8b_N200_ragapi/ontology_run3.ttl,E3,dbSUPER,llama3.1_8b_N200_ragapi,raw,3,35,26,0,8,1,1.0,8,0.0755,0.3077,0.0909
E3/dbSUPER/llama3.1_8b_N200_ragapi/postprocessed/ontology_run1.ttl,E3,dbSUPER,llama3.1_8b_N200_ragapi,postprocessed,1,37,24,2,11,0,0.9231,8,0.0769,0.3333,0.0909
E3/dbSUPER/llama3.1_8b_N200_ragapi/postprocessed/ontology_run2.ttl,E3,dbSUPER,llama3.1_8b_N200_ragapi,postprocessed,2,33,24,0,9,0,1.0,10,0.098,0.4167,0.1136
E3/dbSUPER/llama3.1_8b_N200_ragapi/postprocessed/ontology_run3.ttl,E3,dbSUPER,llama3.1_8b_N200_ragapi,postprocessed,3,35,26,0,8,1,1.0,8,0.0755,0.3077,0.0909
E3/dbSUPER/llama3.1_8b_N25_ragapi/ontology_run1.ttl,E3,dbSUPER,llama3.1_8b_N25_ragapi,raw,1,36,19,0,13,4,1.0,8,0.08,0.4,0.0909
E3/dbSUPER/llama3.1_8b_N25_ragapi/ontology_run2.ttl,E3,dbSUPER,llama3.1_8b_N25_ragapi,raw,2,34,20,0,14,0,1.0,5,0.0485,0.25,0.0568
E3/dbSUPER/llama3.1_8b_N25_ragapi/ontology_run3.ttl,E3,dbSUPER,llama3.1_8b_N25_ragapi,raw,3,36,19,0,13,4,1.0,8,0.08,0.4,0.0909
E3/dbSUPER/llama3.1_8b_N25_ragapi/postprocessed/ontology_run1.ttl,E3,dbSUPER,llama3.1_8b_N25_ragapi,postprocessed,1,36,19,0,13,4,1.0,8,0.08,0.4,0.0909
E3/dbSUPER/llama3.1_8b_N25_ragapi/postprocessed/ontology_run2.ttl,E3,dbSUPER,llama3.1_8b_N25_ragapi,postprocessed,2,34,20,0,14,0,1.0,5,0.0485,0.25,0.0568
E3/dbSUPER/llama3.1_8b_N25_ragapi/postprocessed/ontology_run3.ttl,E3,dbSUPER,llama3.1_8b_N25_ragapi,postprocessed,3,36,19,0,13,4,1.0,8,0.08,0.4,0.0909
E3/dbSUPER/llama3.1_8b_N50_ragapi/ontology_run1.ttl,E3,dbSUPER,llama3.1_8b_N50_ragapi,raw,1,38,21,0,13,4,1.0,8,0.0784,0.3636,0.0909
E3/dbSUPER/llama3.1_8b_N50_ragapi/ontology_run2.ttl,E3,dbSUPER,llama3.1_8b_N50_ragapi,raw,2,40,23,0,13,4,1.0,8,0.0769,0.3333,0.0909
E3/dbSUPER/llama3.1_8b_N50_ragapi/ontology_run3.ttl,E3,dbSUPER,llama3.1_8b_N50_ragapi,raw,3,38,25,0,13,0,1.0,5,0.0463,0.2,0.0568
E3/dbSUPER/llama3.1_8b_N50_ragapi/postprocessed/ontology_run1.ttl,E3,dbSUPER,llama3.1_8b_N50_ragapi,postprocessed,1,38,21,0,13,4,1.0,8,0.0784,0.3636,0.0909
E3/dbSUPER/llama3.1_8b_N50_ragapi/postprocessed/ontology_run2.ttl,E3,dbSUPER,llama3.1_8b_N50_ragapi,postprocessed,2,40,23,0,13,4,1.0,8,0.0769,0.3333,0.0909
E3/dbSUPER/llama3.1_8b_N50_ragapi/postprocessed/ontology_run3.ttl,E3,dbSUPER,llama3.1_8b_N50_ragapi,postprocessed,3,38,25,0,13,0,1.0,5,0.0463,0.2,0.0568
E3/dbSUPER/llama3.1_8b_legacy/ontology_run1.ttl,E3,dbSUPER,llama3.1_8b_legacy,raw,1,74,55,0,19,0,1.0,53,0.5889,0.9636,0.6023
E3/dbSUPER/llama3.1_8b_legacy/ontology_run2.ttl,E3,dbSUPER,llama3.1_8b_legacy,raw,2,74,55,0,19,0,1.0,53,0.5889,0.9636,0.6023
E3/dbSUPER/llama3.1_8b_legacy/ontology_run3.ttl,E3,dbSUPER,llama3.1_8b_legacy,raw,3,75,56,0,19,0,1.0,53,0.5824,0.9464,0.6023
E3/dbSUPER/llama3.1_8b_legacy/postprocessed/ontology_run1.ttl,E3,dbSUPER,llama3.1_8b_legacy,postprocessed,1,77,56,0,21,0,1.0,52,0.5652,0.9286,0.5909
