file,experiment,db,model_variant,variant,run,n_uris_total,n_canonical,n_invented,n_standard,n_other,canonical_ratio,overlap_with_gold,jaccard,precision_vs_gold,recall_vs_gold
E3/dbSUPER/llama3.1_8b_legacy/postprocessed/ontology_run2.ttl,E3,dbSUPER,llama3.1_8b_legacy,postprocessed,2,77,56,0,21,0,1.0,52,0.5652,0.9286,0.5909
E3/dbSUPER/llama3.1_8b_legacy/postprocessed/ontology_run3.ttl,E3,dbSUPER,llama3.1_8b_legacy,postprocessed,3,78,57,0,21,0,1.0,52,0.5591,0.9123,0.5909
E3/dbSUPER/llama3.1_8b_ragapi/ontology_run1.ttl,E3,dbSUPER,llama3.1_8b_ragapi,raw,1,47,37,0,10,0,1.0,7,0.0593,0.1892,0.0795
E3/dbSUPER/llama3.1_8b_ragapi/ontology_run2.ttl,E3,dbSUPER,llama3.1_8b_ragapi,raw,2,31,22,0,9,0,1.0,6,0.0577,0.2727,0.0682
E3/dbSUPER/llama3.1_8b_ragapi/ontology_run3.ttl,E3,dbSUPER,llama3.1_8b_ragapi,raw,3,52,42,0,10,0,1.0,6,0.0484,0.1429,0.0682
E3/dbSUPER/llama3.1_8b_ragapi/postprocessed/ontology_run1.ttl,E3,dbSUPER,llama3.1_8b_ragapi,postprocessed,1,41,31,0,10,0,1.0,7,0.0625,0.2258,0.0795
E3/dbSUPER/llama3.1_8b_ragapi/postprocessed/ontology_run2.ttl,E3,dbSUPER,llama3.1_8b_ragapi,postprocessed,2,31,22,0,9,0,1.0,6,0.0577,0.2727,0.0682
E3/dbSUPER/llama3.1_8b_ragapi/postprocessed/ontology_run3.ttl,E3,dbSUPER,llama3.1_8b_ragapi,postprocessed,3,52,42,0,10,0,1.0,6,0.0484,0.1429,0.0682
E3/dbSUPER/llama3.1_8b_ragapi_C1/ontology_run1.ttl,E3,dbSUPER,llama3.1_8b_ragapi_C1,raw,1,42,30,0,12,0,1.0,7,0.0631,0.2333,0.0795
E3/dbSUPER/llama3.1_8b_ragapi_C1/ontology_run2.ttl,E3,dbSUPER,llama3.1_8b_ragapi_C1,raw,2,49,36,0,13,0,1.0,5,0.042,0.1389,0.0568
E3/dbSUPER/llama3.1_8b_ragapi_C1/ontology_run3.ttl,E3,dbSUPER,llama3.1_8b_ragapi_C1,raw,3,33,22,0,11,0,1.0,5,0.0476,0.2273,0.0568
E3/dbSUPER/llama3.1_8b_ragapi_C1/postprocessed/ontology_run1.ttl,E3,dbSUPER,llama3.1_8b_ragapi_C1,postprocessed,1,42,30,0,12,0,1.0,7,0.0631,0.2333,0.0795
E3/dbSUPER/llama3.1_8b_ragapi_C1/postprocessed/ontology_run2.ttl,E3,dbSUPER,llama3.1_8b_ragapi_C1,postprocessed,2,49,36,0,13,0,1.0,5,0.042,0.1389,0.0568
E3/dbSUPER/llama3.1_8b_ragapi_C1/postprocessed/ontology_run3.ttl,E3,dbSUPER,llama3.1_8b_ragapi_C1,postprocessed,3,38,27,0,11,0,1.0,5,0.0455,0.1852,0.0568
E3/dbSUPER/llama3.1_8b_ragapi_C2/ontology_run1.ttl,E3,dbSUPER,llama3.1_8b_ragapi_C2,raw,1,44,32,0,12,0,1.0,8,0.0714,0.25,0.0909
E3/dbSUPER/llama3.1_8b_ragapi_C2/ontology_run2.ttl,E3,dbSUPER,llama3.1_8b_ragapi_C2,raw,2,52,41,0,11,0,1.0,8,0.0661,0.1951,0.0909
E3/dbSUPER/llama3.1_8b_ragapi_C2/ontology_run3.ttl,E3,dbSUPER,llama3.1_8b_ragapi_C2,raw,3,38,26,0,12,0,1.0,5,0.0459,0.1923,0.0568
E3/dbSUPER/llama3.1_8b_ragapi_C2/postprocessed/ontology_run1.ttl,E3,dbSUPER,llama3.1_8b_ragapi_C2,postprocessed,1,44,32,0,12,0,1.0,8,0.0714,0.25,0.0909
E3/dbSUPER/llama3.1_8b_ragapi_C2/postprocessed/ontology_run2.ttl,E3,dbSUPER,llama3.1_8b_ragapi_C2,postprocessed,2,52,41,0,11,0,1.0,8,0.0661,0.1951,0.0909
E3/dbSUPER/llama3.1_8b_ragapi_C2/postprocessed/ontology_run3.ttl,E3,dbSUPER,llama3.1_8b_ragapi_C2,postprocessed,3,38,26,0,12,0,1.0,5,0.0459,0.1923,0.0568
E3/dbSUPER/llama3.1_8b_ragapi_C3/ontology_run1.ttl,E3,dbSUPER,llama3.1_8b_ragapi_C3,raw,1,40,26,3,11,0,0.8966,5,0.0459,0.1923,0.0568
E3/dbSUPER/llama3.1_8b_ragapi_C3/ontology_run2.ttl,E3,dbSUPER,llama3.1_8b_ragapi_C3,raw,2,37,20,6,11,0,0.7692,5,0.0485,0.25,0.0568
E3/dbSUPER/llama3.1_8b_ragapi_C3/ontology_run3.ttl,E3,dbSUPER,llama3.1_8b_ragapi_C3,raw,3,49,39,0,10,0,1.0,5,0.041,0.1282,0.0568
E3/dbSUPER/llama3.1_8b_ragapi_C3/postprocessed/ontology_run1.ttl,E3,dbSUPER,llama3.1_8b_ragapi_C3,postprocessed,1,40,26,3,11,0,0.8966,5,0.0459,0.1923,0.0568
E3/dbSUPER/llama3.1_8b_ragapi_C3/postprocessed/ontology_run2.ttl,E3,dbSUPER,llama3.1_8b_ragapi_C3,postprocessed,2,37,20,6,11,0,0.7692,5,0.0485,0.25,0.0568
E3/dbSUPER/llama3.1_8b_ragapi_C3/postprocessed/ontology_run3.ttl,E3,dbSUPER,llama3.1_8b_ragapi_C3,postprocessed,3,49,39,0,10,0,1.0,5,0.041,0.1282,0.0568
E4/DiseaseEnhancer/llama3.1_8b/mapping_run1.ttl,E4,DiseaseEnhancer,llama3.1_8b,raw,1,4,0,0,4,0,0.0,0,0.0,0.0,0.0
E4/DiseaseEnhancer/llama3.1_8b/mapping_run2.ttl,E4,DiseaseEnhancer,llama3.1_8b,raw,2,4,0,0,4,0,0.0,0,0.0,0.0,0.0
E4/DiseaseEnhancer/llama3.1_8b/mapping_run3.ttl,E4,DiseaseEnhancer,llama3.1_8b,raw,3,4,0,0,4,0,0.0,0,0.0,0.0,0.0
E4/DiseaseEnhancer/llama3.1_8b/ontology_run1.ttl,E4,DiseaseEnhancer,llama3.1_8b,raw,1,118,0,106,12,0,0.0,0,0.0,0.0,0.0
E4/DiseaseEnhancer/llama3.1_8b/ontology_run2.ttl,E4,DiseaseEnhancer,llama3.1_8b,raw,2,118,0,106,12,0,0.0,0,0.0,0.0,0.0
E4/DiseaseEnhancer/llama3.1_8b/ontology_run3.ttl,E4,DiseaseEnhancer,llama3.1_8b,raw,3,118,0,106,12,0,0.0,0,0.0,0.0,0.0
E4/FANTOM5/gpt-4o_A_head/mapping_run1.ttl,E4,FANTOM5,gpt-4o_A_head,raw,1,45,0,0,18,27,0.0,0,0.0,0.0,0.0
E4/FANTOM5/gpt-4o_A_head/ontology_run1.ttl,E4,FANTOM5,gpt-4o_A_head,raw,1,41,0,0,19,22,0.0,0,0.0,0.0,0.0
E4/FANTOM5/gpt-4o_A_head/postprocessed/ontology_run1.ttl,E4,FANTOM5,gpt-4o_A_head,postprocessed,1,41,0,0,19,22,0.0,0,0.0,0.0,0.0
E4/FANTOM5/gpt-4o_B_random/mapping_run1.ttl,E4,FANTOM5,gpt-4o_B_random,raw,1,39,0,0,16,23,0.0,0,0.0,0.0,0.0
E4/FANTOM5/gpt-4o_B_random/ontology_run1.ttl,E4,FANTOM5,gpt-4o_B_random,raw,1,42,0,0,18,24,0.0,0,0.0,0.0,0.0
E4/FANTOM5/gpt-4o_B_random/postprocessed/ontology_run1.ttl,E4,FANTOM5,gpt-4o_B_random,postprocessed,1,42,0,0,18,24,0.0,0,0.0,0.0,0.0
E4/FANTOM5/gpt-4o_C_stratified/mapping_run1.ttl,E4,FANTOM5,gpt-4o_C_stratified,raw,1,36,0,0,13,23,0.0,0,0.0,0.0,0.0
E4/FANTOM5/gpt-4o_C_stratified/ontology_run1.ttl,E4,FANTOM5,gpt-4o_C_stratified,raw,1,42,0,0,18,24,0.0,0,0.0,0.0,0.0
E4/FANTOM5/gpt-4o_C_stratified/postprocessed/ontology_run1.ttl,E4,FANTOM5,gpt-4o_C_stratified,postprocessed,1,42,0,0,18,24,0.0,0,0.0,0.0,0.0
E4/FANTOM5/gpt-4o_D_diversity/mapping_run1.ttl,E4,FANTOM5,gpt-4o_D_diversity,raw,1,36,0,0,13,23,0.0,0,0.0,0.0,0.0
E4/FANTOM5/gpt-4o_D_diversity/ontology_run1.ttl,E4,FANTOM5,gpt-4o_D_diversity,raw,1,41,0,0,19,22,0.0,0,0.0,0.0,0.0
E4/FANTOM5/gpt-4o_D_diversity/postprocessed/ontology_run1.ttl,E4,FANTOM5,gpt-4o_D_diversity,postprocessed,1,41,0,0,19,22,0.0,0,0.0,0.0,0.0
E4/FANTOM5/llama3.1_8b/mapping_run1.ttl,E4,FANTOM5,llama3.1_8b,raw,1,5,0,5,0,0,0.0,0,0.0,0.0,0.0
E4/FANTOM5/llama3.1_8b/mapping_run2.ttl,E4,FANTOM5,llama3.1_8b,raw,2,5,0,5,0,0,0.0,0,0.0,0.0,0.0
E4/FANTOM5/llama3.1_8b/mapping_run3.ttl,E4,FANTOM5,llama3.1_8b,raw,3,5,0,5,0,0,0.0,0,0.0,0.0,0.0
E4/FANTOM5/llama3.1_8b/ontology_run1.ttl,E4,FANTOM5,llama3.1_8b,raw,1,14,0,0,13,1,0.0,0,0.0,0.0,0.0
E4/FANTOM5/llama3.1_8b/ontology_run2.ttl,E4,FANTOM5,llama3.1_8b,raw,2,14,0,0,13,1,0.0,0,0.0,0.0,0.0
E4/FANTOM5/llama3.1_8b/ontology_run3.ttl,E4,FANTOM5,llama3.1_8b,raw,3,14,0,0,13,1,0.0,0,0.0,0.0,0.0
E4/HACER/llama3.1_8b/mapping_run1.ttl,E4,HACER,llama3.1_8b,raw,1,23,0,6,13,4,0.0,0,0.0,0.0,0.0
E4/HACER/llama3.1_8b/mapping_run2.ttl,E4,HACER,llama3.1_8b,raw,2,23,0,6,13,4,0.0,0,0.0,0.0,0.0
E4/HACER/llama3.1_8b/mapping_run3.ttl,E4,HACER,llama3.1_8b,raw,3,23,0,6,13,4,0.0,0,0.0,0.0,0.0
E4/HACER/llama3.1_8b/ontology_run1.ttl,E4,HACER,llama3.1_8b,raw,1,21,0,0,19,2,0.0,0,0.0,0.0,0.0
E4/HACER/llama3.1_8b/ontology_run2.ttl,E4,HACER,llama3.1_8b,raw,2,21,0,0,19,2,0.0,0,0.0,0.0,0.0
E4/HACER/llama3.1_8b/ontology_run3.ttl,E4,HACER,llama3.1_8b,raw,3,21,0,0,19,2,0.0,0,0.0,0.0,0.0
E4/dbSUPER/gpt-4o_A_head/mapping_run1.ttl,E4,dbSUPER,gpt-4o_A_head,raw,1,32,0,0,13,19,0.0,0,0.0,0.0,0.0
E4/dbSUPER/gpt-4o_A_head/ontology_run1.ttl,E4,dbSUPER,gpt-4o_A_head,raw,1,36,0,0,19,17,0.0,0,0.0,0.0,0.0
E4/dbSUPER/gpt-4o_A_head/postprocessed/ontology_run1.ttl,E4,dbSUPER,gpt-4o_A_head,postprocessed,1,36,0,0,19,17,0.0,0,0.0,0.0,0.0
E4/dbSUPER/gpt-4o_B_random/mapping_run1.ttl,E4,dbSUPER,gpt-4o_B_random,raw,1,38,0,0,14,24,0.0,0,0.0,0.0,0.0
E4/dbSUPER/gpt-4o_B_random/ontology_run1.ttl,E4,dbSUPER,gpt-4o_B_random,raw,1,37,0,0,19,18,0.0,0,0.0,0.0,0.0
E4/dbSUPER/gpt-4o_B_random/postprocessed/ontology_run1.ttl,E4,dbSUPER,gpt-4o_B_random,postprocessed,1,37,0,0,19,18,0.0,0,0.0,0.0,0.0
E4/dbSUPER/gpt-4o_C_stratified/mapping_run1.ttl,E4,dbSUPER,gpt-4o_C_stratified,raw,1,37,0,0,14,23,0.0,0,0.0,0.0,0.0
E4/dbSUPER/gpt-4o_C_stratified/ontology_run1.ttl,E4,dbSUPER,gpt-4o_C_stratified,raw,1,36,0,0,19,17,0.0,0,0.0,0.0,0.0
E4/dbSUPER/gpt-4o_C_stratified/postprocessed/ontology_run1.ttl,E4,dbSUPER,gpt-4o_C_stratified,postprocessed,1,36,0,0,19,17,0.0,0,0.0,0.0,0.0
E4/dbSUPER/gpt-4o_D_diversity/mapping_run1.ttl,E4,dbSUPER,gpt-4o_D_diversity,raw,1,37,0,0,14,23,0.0,0,0.0,0.0,0.0
E4/dbSUPER/gpt-4o_D_diversity/ontology_run1.ttl,E4,dbSUPER,gpt-4o_D_diversity,raw,1,36,0,0,19,17,0.0,0,0.0,0.0,0.0
E4/dbSUPER/gpt-4o_D_diversity/postprocessed/ontology_run1.ttl,E4,dbSUPER,gpt-4o_D_diversity,postprocessed,1,36,0,0,19,17,0.0,0,0.0,0.0,0.0
E4/dbSUPER/llama3.1_8b/mapping_run1.ttl,E4,dbSUPER,llama3.1_8b,raw,1,0,0,0,0,0,0.0,0,0.0,0.0,0.0
E4/dbSUPER/llama3.1_8b/mapping_run2.ttl,E4,dbSUPER,llama3.1_8b,raw,2,0,0,0,0,0,0.0,0,0.0,0.0,0.0
E4/dbSUPER/llama3.1_8b/mapping_run3.ttl,E4,dbSUPER,llama3.1_8b,raw,3,0,0,0,0,0,0.0,0,0.0,0.0,0.0
E4/dbSUPER/llama3.1_8b/ontology_run1.ttl,E4,dbSUPER,llama3.1_8b,raw,1,18,0,0,17,1,0.0,0,0.0,0.0,0.0
E4/dbSUPER/llama3.1_8b/ontology_run2.ttl,E4,dbSUPER,llama3.1_8b,raw,2,18,0,0,17,1,0.0,0,0.0,0.0,0.0
E4/dbSUPER/llama3.1_8b/ontology_run3.ttl,E4,dbSUPER,llama3.1_8b,raw,3,18,0,0,17,1,0.0,0,0.0,0.0,0.0
