file,src,size_bytes,load_ok,load_error,n_literals_sanitized,n_classes,n_obj_props,n_data_props,n_annotations,WMCOnto,NOMOnto,DITM,NACOnto,CBOnto,TMOnto,LCOMOnto,ANOnto,INROnto,RROnto,AROnto,consistent,n_unsatisfiable,n_inferred_classes,reasoner_seconds,reasoner_error,score_structural,score_modularity,score_reusability,score_operability,score_reliability,oquare_global,experiment,db,model,variant,run,eval_seconds,structural_error
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/FANTOM5/llama3.1_8b/postprocessed/ontology_run3.ttl,3383,1,,0,1,10,0,0,10.0,10.0,1,1.0,0.0,0.0,1,0.0,0.0,10.0,1.0,True,0,1,0.22,,5.0,5.0,2.33,5.0,5,4.47,E2,FANTOM5,llama3.1_8b,postprocessed,3,0.22,
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/dbSUPER/llama3.1_8b/postprocessed/ontology_run1.ttl,3133,1,,0,1,9,2,0,11.0,11.0,1,1.0,0.0,0.0,1,0.0,0.0,9.0,0.8181818181818182,True,0,1,0.22,,4.75,5.0,2.33,5.0,5,4.42,E2,dbSUPER,llama3.1_8b,postprocessed,1,0.23,
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/dbSUPER/llama3.1_8b/postprocessed/ontology_run2.ttl,2449,1,,0,2,6,2,0,4.0,4.0,1,1.0,0.0,0.0,2,0.0,0.0,3.0,0.75,True,0,2,0.22,,5.0,4.5,2.33,5.0,5,4.37,E2,dbSUPER,llama3.1_8b,postprocessed,2,0.23,
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/dbSUPER/llama3.1_8b/postprocessed/ontology_run3.ttl,4489,1,,0,1,14,0,0,14.0,14.0,1,1.0,0.0,0.0,1,0.0,0.0,14.0,1.0,True,0,1,0.22,,4.75,5.0,2.33,5.0,5,4.42,E2,dbSUPER,llama3.1_8b,postprocessed,3,0.23,
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/HACER/llama3.1_8b/postprocessed/ontology_run1.ttl,10128,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E2,HACER,llama3.1_8b,postprocessed,1,0.0,
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/HACER/llama3.1_8b/postprocessed/ontology_run2.ttl,4530,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E2,HACER,llama3.1_8b,postprocessed,2,0.0,
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/HACER/llama3.1_8b/postprocessed/ontology_run3.ttl,2901,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E2,HACER,llama3.1_8b,postprocessed,3,0.0,
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/DiseaseEnhancer/llama3.1_8b/postprocessed/ontology_run1.ttl,4217,1,,0,1,10,4,0,14.0,14.0,1,1.0,1.0,0.0,1,0.0,0.0,10.0,0.7142857142857143,True,0,1,0.27,,4.75,5.0,2.33,5.0,5,4.42,E2,DiseaseEnhancer,llama3.1_8b,postprocessed,1,0.27,
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/DiseaseEnhancer/llama3.1_8b/postprocessed/ontology_run2.ttl,3811,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E2,DiseaseEnhancer,llama3.1_8b,postprocessed,2,0.0,
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/DiseaseEnhancer/llama3.1_8b/postprocessed/ontology_run3.ttl,3766,1,,0,1,6,4,0,10.0,10.0,1,1.0,1.0,0.0,1,0.0,0.0,6.0,0.6,True,0,1,0.26,,5.0,5.0,2.33,4.5,5,4.37,E2,DiseaseEnhancer,llama3.1_8b,postprocessed,3,0.27,
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b/postprocessed/ontology_run1.ttl,4047,1,,2,7,0,0,0,0.0,0.0,2,1.2857142857142858,0.0,0.0,5,0.0,0.2857142857142857,0.0,0.0,True,0,7,0.22,,5.0,3.5,2.67,1.0,5,3.43,E3,FANTOM5,llama3.1_8b,postprocessed,1,0.22,
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b/postprocessed/ontology_run2.ttl,4046,1,,2,7,0,0,0,0.0,0.0,2,1.2857142857142858,0.0,0.0,5,0.0,0.2857142857142857,0.0,0.0,True,0,7,0.22,,5.0,3.5,2.67,1.0,5,3.43,E3,FANTOM5,llama3.1_8b,postprocessed,2,0.22,
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b/postprocessed/ontology_run3.ttl,4047,1,,2,7,0,0,0,0.0,0.0,2,1.2857142857142858,0.0,0.0,5,0.0,0.2857142857142857,0.0,0.0,True,0,7,0.22,,5.0,3.5,2.67,1.0,5,3.43,E3,FANTOM5,llama3.1_8b,postprocessed,3,0.23,
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b/postprocessed/ontology_run1.ttl,2854,1,,2,2,0,0,0,0.0,0.0,1,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,True,0,2,0.2,,5.0,4.5,2.33,1.0,5,3.57,E3,dbSUPER,llama3.1_8b,postprocessed,1,0.21,
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b/postprocessed/ontology_run2.ttl,4048,1,,2,7,0,0,0,0.0,0.0,2,1.2857142857142858,0.0,0.0,5,0.0,0.2857142857142857,0.0,0.0,True,0,7,0.22,,5.0,3.5,2.67,1.0,5,3.43,E3,dbSUPER,llama3.1_8b,postprocessed,2,0.22,
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b/postprocessed/ontology_run3.ttl,2855,1,,2,2,0,0,0,0.0,0.0,1,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,True,0,2,0.21,,5.0,4.5,2.33,1.0,5,3.57,E3,dbSUPER,llama3.1_8b,postprocessed,3,0.22,
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b/postprocessed/ontology_run1.ttl,2609,1,,2,2,0,0,0,0.0,0.0,1,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,True,0,2,0.21,,5.0,4.5,2.33,1.0,5,3.57,E3,HACER,llama3.1_8b,postprocessed,1,0.22,
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b/postprocessed/ontology_run2.ttl,4047,1,,2,7,0,0,0,0.0,0.0,2,1.2857142857142858,0.0,0.0,5,0.0,0.2857142857142857,0.0,0.0,True,0,7,0.22,,5.0,3.5,2.67,1.0,5,3.43,E3,HACER,llama3.1_8b,postprocessed,2,0.22,
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b/postprocessed/ontology_run3.ttl,3978,1,,2,6,0,0,0,0.0,0.0,2,1.1666666666666667,0.0,0.0,5,0.0,0.16666666666666666,0.0,0.0,True,0,6,0.22,,5.0,3.5,2.67,1.0,5,3.43,E3,HACER,llama3.1_8b,postprocessed,3,0.23,
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/llama3.1_8b/postprocessed/ontology_run1.ttl,4047,1,,2,7,0,0,0,0.0,0.0,2,1.2857142857142858,0.0,0.0,5,0.0,0.2857142857142857,0.0,0.0,True,0,7,0.21,,5.0,3.5,2.67,1.0,5,3.43,E3,DiseaseEnhancer,llama3.1_8b,postprocessed,1,0.21,
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/llama3.1_8b/postprocessed/ontology_run2.ttl,2587,1,,2,2,0,0,0,0.0,0.0,1,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,True,0,2,0.22,,5.0,4.5,2.33,1.0,5,3.57,E3,DiseaseEnhancer,llama3.1_8b,postprocessed,2,0.22,
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/llama3.1_8b/postprocessed/ontology_run3.ttl,4047,1,,2,7,0,0,0,0.0,0.0,2,1.2857142857142858,0.0,0.0,5,0.0,0.2857142857142857,0.0,0.0,True,0,7,0.23,,5.0,3.5,2.67,1.0,5,3.43,E3,DiseaseEnhancer,llama3.1_8b,postprocessed,3,0.23,
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/FANTOM5/qwen2.5-coder_7b/postprocessed/ontology_run1.ttl,15845,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E1,FANTOM5,qwen2.5-coder_7b,postprocessed,1,0.0,
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/FANTOM5/qwen2.5-coder_7b/postprocessed/ontology_run2.ttl,14754,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E1,FANTOM5,qwen2.5-coder_7b,postprocessed,2,0.0,
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/FANTOM5/qwen2.5-coder_7b/postprocessed/ontology_run3.ttl,2717,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E1,FANTOM5,qwen2.5-coder_7b,postprocessed,3,0.0,
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/dbSUPER/qwen2.5-coder_7b/postprocessed/ontology_run1.ttl,14337,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E1,dbSUPER,qwen2.5-coder_7b,postprocessed,1,0.0,
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/dbSUPER/qwen2.5-coder_7b/postprocessed/ontology_run2.ttl,2497,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E1,dbSUPER,qwen2.5-coder_7b,postprocessed,2,0.0,
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/dbSUPER/qwen2.5-coder_7b/postprocessed/ontology_run3.ttl,14309,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E1,dbSUPER,qwen2.5-coder_7b,postprocessed,3,0.0,
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/HACER/qwen2.5-coder_7b/postprocessed/ontology_run1.ttl,15438,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E1,HACER,qwen2.5-coder_7b,postprocessed,1,0.0,
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/HACER/qwen2.5-coder_7b/postprocessed/ontology_run2.ttl,2251,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E1,HACER,qwen2.5-coder_7b,postprocessed,2,0.0,
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/HACER/qwen2.5-coder_7b/postprocessed/ontology_run3.ttl,3972,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E1,HACER,qwen2.5-coder_7b,postprocessed,3,0.0,
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/DiseaseEnhancer/qwen2.5-coder_7b/postprocessed/ontology_run1.ttl,3713,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E1,DiseaseEnhancer,qwen2.5-coder_7b,postprocessed,1,0.0,
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/DiseaseEnhancer/qwen2.5-coder_7b/postprocessed/ontology_run2.ttl,2205,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E1,DiseaseEnhancer,qwen2.5-coder_7b,postprocessed,2,0.0,
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/DiseaseEnhancer/qwen2.5-coder_7b/postprocessed/ontology_run3.ttl,3248,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E1,DiseaseEnhancer,qwen2.5-coder_7b,postprocessed,3,0.0,
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/FANTOM5/qwen2.5-coder_7b/postprocessed/ontology_run1.ttl,2412,1,,0,5,6,5,0,2.2,2.2,1,1.0,1.0,0.0,5,0.0,0.0,1.2,0.5454545454545454,True,0,5,0.26,,5.0,3.5,2.33,4.5,5,4.07,E2,FANTOM5,qwen2.5-coder_7b,postprocessed,1,0.26,
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/FANTOM5/qwen2.5-coder_7b/postprocessed/ontology_run2.ttl,2679,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E2,FANTOM5,qwen2.5-coder_7b,postprocessed,2,0.0,
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/FANTOM5/qwen2.5-coder_7b/postprocessed/ontology_run3.ttl,2566,1,,0,5,4,7,0,2.2,2.2,1,1.0,1.0,0.0,5,0.0,0.0,0.8,0.36363636363636365,True,0,5,0.31,,5.0,3.5,2.33,3.5,5,3.87,E2,FANTOM5,qwen2.5-coder_7b,postprocessed,3,0.31,
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/dbSUPER/qwen2.5-coder_7b/postprocessed/ontology_run1.ttl,3051,1,,0,5,2,3,0,1.0,1.0,1,1.0,0.0,0.0,5,0.0,0.0,0.4,0.4,True,0,5,0.24,,5.0,3.5,2.33,3.0,5,3.77,E2,dbSUPER,qwen2.5-coder_7b,postprocessed,1,0.25,
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/dbSUPER/qwen2.5-coder_7b/postprocessed/ontology_run2.ttl,2647,1,,0,5,4,0,0,0.8,0.8,1,1.0,1.0,0.0,5,0.0,0.0,0.8,1.0,True,0,5,0.22,,5.0,3.5,2.33,4.5,5,4.07,E2,dbSUPER,qwen2.5-coder_7b,postprocessed,2,0.22,
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/dbSUPER/qwen2.5-coder_7b/postprocessed/ontology_run3.ttl,2381,1,,0,5,3,7,0,2.0,2.0,1,1.0,0.8,0.0,5,0.0,0.0,0.6,0.3,True,0,5,0.27,,5.0,3.5,2.33,3.5,5,3.87,E2,dbSUPER,qwen2.5-coder_7b,postprocessed,3,0.28,
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/HACER/qwen2.5-coder_7b/postprocessed/ontology_run1.ttl,1982,1,,0,1,3,3,0,6.0,6.0,1,1.0,1.0,0.0,1,0.0,0.0,3.0,0.5,True,0,1,0.26,,5.0,5.0,2.33,4.5,5,4.37,E2,HACER,qwen2.5-coder_7b,postprocessed,1,0.27,
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/HACER/qwen2.5-coder_7b/postprocessed/ontology_run2.ttl,2540,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E2,HACER,qwen2.5-coder_7b,postprocessed,2,0.0,
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/HACER/qwen2.5-coder_7b/postprocessed/ontology_run3.ttl,2381,1,,0,5,5,2,0,1.4,1.4,1,1.0,1.0,0.0,5,0.0,0.0,1.0,0.7142857142857143,True,0,5,0.25,,5.0,3.5,2.33,5.0,5,4.17,E2,HACER,qwen2.5-coder_7b,postprocessed,3,0.25,
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/DiseaseEnhancer/qwen2.5-coder_7b/postprocessed/ontology_run1.ttl,3164,1,,0,5,3,4,0,1.4,1.4,1,1.0,0.8,0.0,5,0.0,0.0,0.6,0.42857142857142855,True,0,5,0.26,,5.0,3.5,2.33,4.0,5,3.97,E2,DiseaseEnhancer,qwen2.5-coder_7b,postprocessed,1,0.26,
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/DiseaseEnhancer/qwen2.5-coder_7b/postprocessed/ontology_run2.ttl,2008,1,,0,6,4,3,0,1.1666666666666667,1.1666666666666667,1,1.0,0.8333333333333334,0.0,6,0.0,0.0,0.6666666666666666,0.5714285714285714,True,0,6,0.25,,5.0,3.5,2.33,4.0,5,3.97,E2,DiseaseEnhancer,qwen2.5-coder_7b,postprocessed,2,0.26,
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/DiseaseEnhancer/qwen2.5-coder_7b/postprocessed/ontology_run3.ttl,2375,1,,0,5,3,7,0,2.0,2.0,1,1.0,0.8,0.0,5,0.0,0.0,0.6,0.3,True,0,5,0.26,,5.0,3.5,2.33,3.5,5,3.87,E2,DiseaseEnhancer,qwen2.5-coder_7b,postprocessed,3,0.27,
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/qwen2.5-coder_7b/postprocessed/ontology_run1.ttl,1642,1,,2,1,0,0,0,0.0,0.0,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,True,0,1,0.21,,5.0,5.0,2.33,1.0,5,3.67,E3,FANTOM5,qwen2.5-coder_7b,postprocessed,1,0.22,
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/qwen2.5-coder_7b/postprocessed/ontology_run2.ttl,1393,1,,2,0,0,0,0,,,,,,,,,,,,True,0,0,0.2,,0,0,0,0,5,1.0,E3,FANTOM5,qwen2.5-coder_7b,postprocessed,2,0.2,
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/qwen2.5-coder_7b/postprocessed/ontology_run3.ttl,2372,1,,2,1,0,0,0,0.0,0.0,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,True,0,1,0.22,,5.0,5.0,2.33,1.0,5,3.67,E3,FANTOM5,qwen2.5-coder_7b,postprocessed,3,0.22,
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/qwen2.5-coder_7b/postprocessed/ontology_run1.ttl,2148,1,,2,1,0,0,0,0.0,0.0,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,True,0,1,0.22,,5.0,5.0,2.33,1.0,5,3.67,E3,dbSUPER,qwen2.5-coder_7b,postprocessed,1,0.22,
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/qwen2.5-coder_7b/postprocessed/ontology_run2.ttl,2331,1,,2,1,0,0,0,0.0,0.0,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,True,0,1,0.21,,5.0,5.0,2.33,1.0,5,3.67,E3,dbSUPER,qwen2.5-coder_7b,postprocessed,2,0.22,
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/qwen2.5-coder_7b/postprocessed/ontology_run3.ttl,2150,1,,2,1,0,0,0,0.0,0.0,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,True,0,1,0.21,,5.0,5.0,2.33,1.0,5,3.67,E3,dbSUPER,qwen2.5-coder_7b,postprocessed,3,0.22,
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/qwen2.5-coder_7b/postprocessed/ontology_run1.ttl,2001,1,,2,1,0,0,0,0.0,0.0,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,True,0,1,0.21,,5.0,5.0,2.33,1.0,5,3.67,E3,HACER,qwen2.5-coder_7b,postprocessed,1,0.21,
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/qwen2.5-coder_7b/postprocessed/ontology_run2.ttl,2013,1,,2,1,0,0,0,0.0,0.0,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,True,0,1,0.2,,5.0,5.0,2.33,1.0,5,3.67,E3,HACER,qwen2.5-coder_7b,postprocessed,2,0.2,
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/qwen2.5-coder_7b/postprocessed/ontology_run3.ttl,2126,1,,2,1,0,0,0,0.0,0.0,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,True,0,1,0.21,,5.0,5.0,2.33,1.0,5,3.67,E3,HACER,qwen2.5-coder_7b,postprocessed,3,0.21,
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/qwen2.5-coder_7b/postprocessed/ontology_run1.ttl,2372,1,,2,1,0,0,0,0.0,0.0,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,True,0,1,0.22,,5.0,5.0,2.33,1.0,5,3.67,E3,DiseaseEnhancer,qwen2.5-coder_7b,postprocessed,1,0.22,
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/qwen2.5-coder_7b/postprocessed/ontology_run2.ttl,2386,1,,2,1,0,0,0,0.0,0.0,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,True,0,1,0.21,,5.0,5.0,2.33,1.0,5,3.67,E3,DiseaseEnhancer,qwen2.5-coder_7b,postprocessed,2,0.22,
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/qwen2.5-coder_7b/postprocessed/ontology_run3.ttl,2372,1,,2,1,0,0,0,0.0,0.0,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,True,0,1,0.21,,5.0,5.0,2.33,1.0,5,3.67,E3,DiseaseEnhancer,qwen2.5-coder_7b,postprocessed,3,0.22,
